timestamp,machine_id,spindle_temp,vibration_mm_s,motor_current_a,status
2026-01-16T03:00:00,CNC-001,74.1,2.1,23.8,NORMAL
2026-01-16T03:00:00,CNC-002,72.6,1.2,26.8,NORMAL
2026-01-16T03:00:00,CNC-004,66.8,1.9,25.4,RED
2026-01-16T03:00:00,CNC-007,74.3,1.7,21.7,NORMAL
2026-01-16T03:00:00,CNC-009,72.2,2.0,25.4,NORMAL
2026-01-16T04:00:00,CNC-001,70.1,1.5,28.4,NORMAL
2026-01-16T04:00:00,CNC-002,69.9,2.1,23.1,NORMAL
2026-01-16T04:00:00,CNC-004,72.3,1.4,25.3,NORMAL
2026-01-16T04:00:00,CNC-007,77.0,1.8,26.4,NORMAL
2026-01-16T04:00:00,CNC-009,74.2,1.3,23.0,NORMAL
2026-01-16T05:00:00,CNC-001,68.8,1.2,22.9,NORMAL
2026-01-16T05:00:00,CNC-002,74.0,1.2,25.5,RED
2026-01-16T05:00:00,CNC-004,75.1,1.6,28.0,NORMAL
2026-01-16T05:00:00,CNC-007,69.0,1.2,27.3,NORMAL
2026-01-16T05:00:00,CNC-009,70.8,1.4,19.9,NORMAL
2026-01-16T06:00:00,CNC-001,72.3,1.1,25.4,RED
2026-01-16T06:00:00,CNC-002,71.4,0.7,23.5,NORMAL
2026-01-16T06:00:00,CNC-004,67.7,1.6,25.3,NORMAL
2026-01-16T06:00:00,CNC-007,67.3,1.6,27.2,NORMAL
2026-01-16T06:00:00,CNC-009,73.0,1.9,26.8,NORMAL
2026-01-16T07:00:00,CNC-001,68.4,1.5,25.4,NORMAL
2026-01-16T07:00:00,CNC-002,76.1,1.3,29.7,NORMAL
2026-01-16T07:00:00,CNC-004,68.1,1.9,22.3,NORMAL
2026-01-16T07:00:00,CNC-007,70.1,1.3,26.9,NORMAL
2026-01-16T07:00:00,CNC-009,70.7,1.2,21.3,NORMAL
2026-01-16T08:00:00,CNC-001,76.1,1.1,24.8,NORMAL
2026-01-16T08:00:00,CNC-002,70.5,1.4,21.0,NORMAL
2026-01-16T08:00:00,CNC-004,72.3,1.3,25.2,NORMAL
2026-01-16T08:00:00,CNC-007,76.2,1.2,24.6,NORMAL
2026-01-16T08:00:00,CNC-009,69.4,1.6,27.4,NORMAL
2026-01-16T09:00:00,CNC-001,73.0,1.6,24.7,NORMAL
2026-01-16T09:00:00,CNC-002,69.4,1.3,22.0,NORMAL
2026-01-16T09:00:00,CNC-004,72.6,1.8,22.1,NORMAL
2026-01-16T09:00:00,CNC-007,77.1,1.0,21.3,NORMAL
2026-01-16T09:00:00,CNC-009,74.0,1.6,27.5,NORMAL
2026-01-16T10:00:00,CNC-001,76.6,1.7,25.1,NORMAL
2026-01-16T10:00:00,CNC-002,74.4,1.8,24.3,NORMAL
2026-01-16T10:00:00,CNC-004,74.6,1.4,24.4,NORMAL
2026-01-16T10:00:00,CNC-007,72.2,1.8,21.1,NORMAL
2026-01-16T10:00:00,CNC-009,68.0,1.7,26.8,NORMAL
2026-01-16T11:00:00,CNC-001,70.4,1.3,24.5,NORMAL
2026-01-16T11:00:00,CNC-002,74.8,1.4,25.3,NORMAL
2026-01-16T11:00:00,CNC-004,74.0,1.4,27.0,NORMAL
2026-01-16T11:00:00,CNC-007,73.0,1.9,23.9,NORMAL
2026-01-16T11:00:00,CNC-009,66.5,1.8,27.9,NORMAL
2026-01-16T12:00:00,CNC-001,70.2,1.6,21.9,NORMAL
2026-01-16T12:00:00,CNC-002,69.5,1.2,25.8,NORMAL
2026-01-16T12:00:00,CNC-004,73.9,1.4,24.3,NORMAL
2026-01-16T12:00:00,CNC-007,73.1,1.5,25.4,NORMAL
2026-01-16T12:00:00,CNC-009,67.8,1.6,22.8,NORMAL
2026-01-16T13:00:00,CNC-001,70.8,1.1,31.0,NORMAL
2026-01-16T13:00:00,CNC-002,78.9,1.9,25.4,NORMAL
2026-01-16T13:00:00,CNC-004,73.3,1.0,26.4,NORMAL
2026-01-16T13:00:00,CNC-007,74.4,1.3,26.6,NORMAL
2026-01-16T13:00:00,CNC-009,70.9,1.8,29.3,NORMAL
2026-01-16T14:00:00,CNC-001,68.6,1.6,26.0,NORMAL
2026-01-16T14:00:00,CNC-002,71.4,1.4,23.7,NORMAL
2026-01-16T14:00:00,CNC-004,67.4,1.7,24.9,NORMAL
2026-01-16T14:00:00,CNC-007,75.3,1.3,29.2,NORMAL
2026-01-16T14:00:00,CNC-009,70.5,1.7,22.4,NORMAL
2026-01-16T15:00:00,CNC-001,73.5,1.3,24.2,NORMAL
2026-01-16T15:00:00,CNC-002,71.9,0.9,22.1,NORMAL
2026-01-16T15:00:00,CNC-004,69.1,1.3,25.8,NORMAL
2026-01-16T15:00:00,CNC-007,68.8,1.5,25.8,NORMAL
2026-01-16T15:00:00,CNC-009,72.0,1.1,26.5,NORMAL
2026-01-16T16:00:00,CNC-001,75.8,1.7,25.6,NORMAL
2026-01-16T16:00:00,CNC-002,70.9,1.6,26.2,NORMAL
2026-01-16T16:00:00,CNC-004,72.5,1.4,27.0,NORMAL
2026-01-16T16:00:00,CNC-007,72.3,1.1,22.9,NORMAL
2026-01-16T16:00:00,CNC-009,71.7,1.4,27.0,NORMAL
2026-01-16T17:00:00,CNC-001,78.5,1.7,25.6,NORMAL
2026-01-16T17:00:00,CNC-002,69.7,1.4,26.8,NORMAL
2026-01-16T17:00:00,CNC-004,77.9,1.9,27.3,NORMAL
2026-01-16T17:00:00,CNC-007,78.4,1.0,27.3,NORMAL
2026-01-16T17:00:00,CNC-009,73.5,1.1,24.0,NORMAL
2026-01-16T18:00:00,CNC-001,72.4,1.7,27.4,NORMAL
2026-01-16T18:00:00,CNC-002,72.9,1.4,24.7,NORMAL
2026-01-16T18:00:00,CNC-004,67.9,1.5,25.0,NORMAL
2026-01-16T18:00:00,CNC-007,73.3,1.3,19.6,NORMAL
2026-01-16T18:00:00,CNC-009,66.5,1.4,25.6,RED
2026-01-16T19:00:00,CNC-001,70.5,1.6,21.5,NORMAL
2026-01-16T19:00:00,CNC-002,68.8,1.6,23.4,NORMAL
2026-01-16T19:00:00,CNC-004,69.4,2.0,24.7,NORMAL
2026-01-16T19:00:00,CNC-007,74.4,1.2,27.3,NORMAL
2026-01-16T19:00:00,CNC-009,70.6,1.6,23.4,NORMAL
2026-01-16T20:00:00,CNC-001,74.6,1.7,23.0,NORMAL
2026-01-16T20:00:00,CNC-002,75.1,1.4,25.9,NORMAL
2026-01-16T20:00:00,CNC-004,72.0,1.6,24.8,NORMAL
2026-01-16T20:00:00,CNC-007,71.7,1.8,26.5,NORMAL
2026-01-16T20:00:00,CNC-009,70.9,1.4,25.8,NORMAL
2026-01-16T21:00:00,CNC-001,73.6,1.1,19.9,NORMAL
2026-01-16T21:00:00,CNC-002,71.0,1.7,25.7,NORMAL
2026-01-16T21:00:00,CNC-004,72.1,1.0,27.3,NORMAL
2026-01-16T21:00:00,CNC-007,71.0,1.9,24.2,NORMAL
2026-01-16T21:00:00,CNC-009,75.0,1.6,26.5,NORMAL
2026-01-16T22:00:00,CNC-001,69.8,1.7,26.0,NORMAL
2026-01-16T22:00:00,CNC-002,77.9,0.8,29.6,NORMAL
2026-01-16T22:00:00,CNC-004,77.4,1.3,21.4,NORMAL
2026-01-16T22:00:00,CNC-007,72.1,2.1,28.4,NORMAL
2026-01-16T22:00:00,CNC-009,74.3,1.1,25.1,NORMAL
2026-01-16T23:00:00,CNC-001,70.3,1.2,25.7,NORMAL
2026-01-16T23:00:00,CNC-002,75.1,1.8,26.1,NORMAL
2026-01-16T23:00:00,CNC-004,74.3,1.6,25.0,NORMAL
2026-01-16T23:00:00,CNC-007,70.0,1.4,26.6,NORMAL
2026-01-16T23:00:00,CNC-009,71.7,1.6,21.8,NORMAL
2026-01-17T00:00:00,CNC-001,72.0,2.2,21.3,NORMAL
2026-01-17T00:00:00,CNC-002,68.7,1.7,24.2,NORMAL
2026-01-17T00:00:00,CNC-004,69.4,1.7,26.5,NORMAL
2026-01-17T00:00:00,CNC-007,75.6,1.6,25.6,NORMAL
2026-01-17T00:00:00,CNC-009,73.9,1.9,22.2,NORMAL
2026-01-17T01:00:00,CNC-001,74.1,2.6,27.4,NORMAL
2026-01-17T01:00:00,CNC-002,67.1,1.6,26.8,NORMAL
2026-01-17T01:00:00,CNC-004,71.3,1.4,26.0,NORMAL
2026-01-17T01:00:00,CNC-007,77.1,1.9,24.3,RED
2026-01-17T01:00:00,CNC-009,69.7,1.4,27.0,NORMAL
2026-01-17T02:00:00,CNC-001,78.7,1.4,25.7,NORMAL
2026-01-17T02:00:00,CNC-002,77.4,1.6,25.9,NORMAL
2026-01-17T02:00:00,CNC-004,70.6,1.4,26.7,NORMAL
2026-01-17T02:00:00,CNC-007,67.5,1.4,28.4,NORMAL
2026-01-17T02:00:00,CNC-009,68.8,1.7,28.2,NORMAL
2026-01-17T03:00:00,CNC-001,70.5,1.6,27.0,NORMAL
2026-01-17T03:00:00,CNC-002,69.8,1.4,25.1,RED
2026-01-17T03:00:00,CNC-004,75.8,2.0,26.4,NORMAL
2026-01-17T03:00:00,CNC-007,76.9,1.6,24.5,NORMAL
2026-01-17T03:00:00,CNC-009,68.2,1.5,27.9,NORMAL
2026-01-17T04:00:00,CNC-001,65.7,2.1,24.7,NORMAL
2026-01-17T04:00:00,CNC-002,71.4,2.2,26.1,NORMAL
2026-01-17T04:00:00,CNC-004,70.5,1.3,24.0,NORMAL
2026-01-17T04:00:00,CNC-007,69.4,1.8,28.9,NORMAL
2026-01-17T04:00:00,CNC-009,66.5,1.5,24.8,NORMAL
2026-01-17T05:00:00,CNC-001,77.2,0.8,27.3,NORMAL
2026-01-17T05:00:00,CNC-002,69.1,1.7,23.7,NORMAL
2026-01-17T05:00:00,CNC-004,72.9,2.2,23.0,NORMAL
2026-01-17T05:00:00,CNC-007,75.8,1.7,26.6,NORMAL
2026-01-17T05:00:00,CNC-009,76.7,1.4,21.0,NORMAL
2026-01-17T06:00:00,CNC-001,67.5,1.3,25.9,NORMAL
2026-01-17T06:00:00,CNC-002,71.1,1.3,26.2,NORMAL
2026-01-17T06:00:00,CNC-004,72.7,1.3,25.7,NORMAL
2026-01-17T06:00:00,CNC-007,70.8,2.1,21.0,NORMAL
2026-01-17T06:00:00,CNC-009,73.4,1.7,23.7,NORMAL
2026-01-17T07:00:00,CNC-001,74.1,1.2,23.8,NORMAL
2026-01-17T07:00:00,CNC-002,73.6,2.0,26.3,NORMAL
2026-01-17T07:00:00,CNC-004,71.0,1.2,25.0,NORMAL
2026-01-17T07:00:00,CNC-007,74.7,1.5,28.8,NORMAL
2026-01-17T07:00:00,CNC-009,70.0,1.6,23.6,NORMAL
2026-01-17T08:00:00,CNC-001,75.7,1.6,21.1,NORMAL
2026-01-17T08:00:00,CNC-002,66.5,1.3,23.4,NORMAL
2026-01-17T08:00:00,CNC-004,74.0,1.4,23.5,NORMAL
2026-01-17T08:00:00,CNC-007,71.6,1.4,22.1,NORMAL
2026-01-17T08:00:00,CNC-009,69.0,1.1,25.9,NORMAL
2026-01-17T09:00:00,CNC-001,71.9,1.6,24.8,NORMAL
2026-01-17T09:00:00,CNC-002,69.5,1.8,26.6,NORMAL
2026-01-17T09:00:00,CNC-004,76.7,1.6,24.7,NORMAL
2026-01-17T09:00:00,CNC-007,72.1,1.2,22.0,NORMAL
2026-01-17T09:00:00,CNC-009,73.7,1.5,25.1,NORMAL
2026-01-17T10:00:00,CNC-001,68.3,1.2,25.1,NORMAL
2026-01-17T10:00:00,CNC-002,73.0,1.4,26.6,NORMAL
2026-01-17T10:00:00,CNC-004,72.8,1.5,23.1,NORMAL
2026-01-17T10:00:00,CNC-007,66.7,1.4,27.6,NORMAL
2026-01-17T10:00:00,CNC-009,75.3,1.6,25.6,NORMAL
2026-01-17T11:00:00,CNC-001,73.5,1.5,27.7,NORMAL
2026-01-17T11:00:00,CNC-002,72.9,1.6,25.9,NORMAL
2026-01-17T11:00:00,CNC-004,74.8,1.5,25.3,NORMAL
2026-01-17T11:00:00,CNC-007,68.1,1.2,25.7,NORMAL
2026-01-17T11:00:00,CNC-009,71.2,1.2,24.6,NORMAL
2026-01-17T12:00:00,CNC-001,68.5,1.7,20.4,NORMAL
2026-01-17T12:00:00,CNC-002,66.2,1.8,24.0,NORMAL
2026-01-17T12:00:00,CNC-004,79.5,2.0,26.7,NORMAL
2026-01-17T12:00:00,CNC-007,69.8,1.7,25.8,NORMAL
2026-01-17T12:00:00,CNC-009,69.1,1.5,24.7,NORMAL
2026-01-17T13:00:00,CNC-001,71.0,1.5,23.6,NORMAL
2026-01-17T13:00:00,CNC-002,74.0,1.8,24.1,NORMAL
2026-01-17T13:00:00,CNC-004,74.2,1.7,23.1,NORMAL
2026-01-17T13:00:00,CNC-007,75.1,1.9,23.5,NORMAL
2026-01-17T13:00:00,CNC-009,68.9,1.2,27.0,NORMAL
2026-01-17T14:00:00,CNC-001,70.8,1.3,23.7,NORMAL
2026-01-17T14:00:00,CNC-002,72.5,1.6,25.0,NORMAL
2026-01-17T14:00:00,CNC-004,68.6,1.2,24.2,NORMAL
2026-01-17T14:00:00,CNC-007,72.4,1.0,26.5,NORMAL
2026-01-17T14:00:00,CNC-009,67.7,1.5,25.1,NORMAL
2026-01-17T15:00:00,CNC-001,76.6,0.5,26.9,NORMAL
2026-01-17T15:00:00,CNC-002,68.2,1.7,22.3,NORMAL
2026-01-17T15:00:00,CNC-004,75.1,1.8,27.1,NORMAL
2026-01-17T15:00:00,CNC-007,67.0,2.1,26.8,NORMAL
2026-01-17T15:00:00,CNC-009,75.4,1.9,27.2,NORMAL
2026-01-17T16:00:00,CNC-001,73.9,1.6,24.6,NORMAL
2026-01-17T16:00:00,CNC-002,70.2,1.1,27.2,NORMAL
2026-01-17T16:00:00,CNC-004,68.4,1.2,21.7,NORMAL
2026-01-17T16:00:00,CNC-007,69.4,1.1,25.4,NORMAL
2026-01-17T16:00:00,CNC-009,76.5,1.9,23.0,NORMAL
2026-01-17T17:00:00,CNC-001,78.9,1.7,23.7,NORMAL
2026-01-17T17:00:00,CNC-002,74.2,1.9,25.2,NORMAL
2026-01-17T17:00:00,CNC-004,72.7,1.6,26.3,NORMAL
2026-01-17T17:00:00,CNC-007,72.2,1.6,24.0,NORMAL
2026-01-17T17:00:00,CNC-009,69.6,1.5,23.8,NORMAL
2026-01-17T18:00:00,CNC-001,74.3,1.1,20.5,NORMAL
2026-01-17T18:00:00,CNC-002,69.3,1.5,25.8,NORMAL
2026-01-17T18:00:00,CNC-004,74.0,1.4,25.8,NORMAL
2026-01-17T18:00:00,CNC-007,71.0,1.7,22.5,NORMAL
2026-01-17T18:00:00,CNC-009,73.5,1.3,24.6,NORMAL
2026-01-17T19:00:00,CNC-001,66.3,2.1,25.2,NORMAL
2026-01-17T19:00:00,CNC-002,71.3,1.5,26.3,NORMAL
2026-01-17T19:00:00,CNC-004,72.7,1.6,24.4,NORMAL
2026-01-17T19:00:00,CNC-007,65.8,1.8,25.3,NORMAL
2026-01-17T19:00:00,CNC-009,69.1,1.7,24.6,NORMAL
2026-01-17T20:00:00,CNC-001,68.3,0.9,25.7,NORMAL
2026-01-17T20:00:00,CNC-002,67.7,1.1,22.6,NORMAL
2026-01-17T20:00:00,CNC-004,73.8,1.9,22.4,NORMAL
2026-01-17T20:00:00,CNC-007,71.5,1.4,28.0,NORMAL
2026-01-17T20:00:00,CNC-009,71.7,1.9,29.8,NORMAL
2026-01-17T21:00:00,CNC-001,73.1,1.3,24.5,NORMAL
2026-01-17T21:00:00,CNC-002,71.4,1.5,24.0,NORMAL
2026-01-17T21:00:00,CNC-004,79.1,1.1,24.7,NORMAL
2026-01-17T21:00:00,CNC-007,69.5,1.4,24.4,NORMAL
2026-01-17T21:00:00,CNC-009,68.0,1.8,23.0,NORMAL
2026-01-17T22:00:00,CNC-001,71.6,1.3,24.0,NORMAL
2026-01-17T22:00:00,CNC-002,76.9,1.8,27.0,NORMAL
2026-01-17T22:00:00,CNC-004,72.1,1.3,22.4,NORMAL
2026-01-17T22:00:00,CNC-007,73.7,1.4,25.9,NORMAL
2026-01-17T22:00:00,CNC-009,68.5,1.8,22.7,NORMAL
2026-01-17T23:00:00,CNC-001,70.2,2.0,22.8,NORMAL
2026-01-17T23:00:00,CNC-002,70.4,1.1,27.8,NORMAL
2026-01-17T23:00:00,CNC-004,74.1,1.6,24.8,NORMAL
2026-01-17T23:00:00,CNC-007,76.0,1.8,27.8,NORMAL
2026-01-17T23:00:00,CNC-009,77.5,1.2,26.9,NORMAL
2026-01-18T00:00:00,CNC-001,69.9,1.6,28.4,NORMAL
2026-01-18T00:00:00,CNC-002,67.8,1.2,23.3,NORMAL
2026-01-18T00:00:00,CNC-004,71.3,1.6,25.4,NORMAL
2026-01-18T00:00:00,CNC-007,71.3,1.1,26.3,NORMAL
2026-01-18T00:00:00,CNC-009,69.2,2.2,24.6,NORMAL
2026-01-18T01:00:00,CNC-001,72.1,1.5,28.3,NORMAL
2026-01-18T01:00:00,CNC-002,76.0,1.6,23.7,NORMAL
2026-01-18T01:00:00,CNC-004,73.8,2.0,25.8,NORMAL
2026-01-18T01:00:00,CNC-007,76.4,1.6,23.2,NORMAL
2026-01-18T01:00:00,CNC-009,71.8,1.4,25.8,NORMAL
2026-01-18T02:00:00,CNC-001,71.6,1.5,28.7,NORMAL
2026-01-18T02:00:00,CNC-002,73.3,1.7,25.7,NORMAL
2026-01-18T02:00:00,CNC-004,70.3,1.9,23.2,NORMAL
2026-01-18T02:00:00,CNC-007,74.7,1.4,27.3,NORMAL
2026-01-18T02:00:00,CNC-009,70.8,1.5,24.1,NORMAL
2026-01-18T03:00:00,CNC-001,74.8,1.0,23.9,NORMAL
2026-01-18T03:00:00,CNC-002,73.1,1.3,21.7,NORMAL
